# s_m, x_m, y_m, psi_rad, kappa_radpm, vx_mps, ax_mps2
280.9798909, 261.5534640, 101.8519568, -1.3401290, -0.0038962, 26.6848521, -11.7859565
281.9798193, 262.5273900, 102.0786517, -1.3441074, -0.0040609, 26.2394952, -11.6908616
282.9797477, 263.5021596, 102.3013760, -1.3482449, -0.0042148, 25.7901349, -11.6030351
283.9796762, 264.4778935, 102.5199979, -1.3525362, -0.0043684, 25.3362714, -11.5222051
284.9796046, 265.4546118, 102.7343642, -1.3569812, -0.0045220, 24.8773770, -11.4101304
285.9795330, 266.4322164, 102.9442859, -1.3616105, -0.0047396, 24.4144477, -11.3064988
286.9794615, 267.4108411, 103.1495798, -1.3664596, -0.0049593, 23.9468971, -11.2125184
287.9793899, 268.3905124, 103.3500265, -1.3715287, -0.0051791, 23.4740377, -10.9999526
288.9793184, 269.3711296, 103.5453431, -1.3769336, -0.0056403, 23.0006982, -10.8024125
289.9792468, 270.3528746, 103.7351342, -1.3828084, -0.0061101, 22.5261812, -10.6242791
290.9791752, 271.3358167, 103.9189339, -1.3891532, -0.0065796, 22.0495306, -10.5453981
291.9791037, 272.3198200, 104.0962670, -1.3958840, -0.0068776, 21.5660036, -10.4815616
292.9790321, 273.3050855, 104.2668405, -1.4029067, -0.0071689, 21.0744132, -10.4295452
293.9789605, 274.2916269, 104.4303597, -1.4102213, -0.0074603, 20.5736067, -10.4010543
294.9788890, 275.2792129, 104.5864961, -1.4178123, -0.0077228, 20.0617216, -10.3836020
295.9788174, 276.2680458, 104.7350125, -1.4256654, -0.0079847, 19.5373221, -10.3768063
296.9787459, 277.2581098, 104.8756399, -1.4337812, -0.0082469, 18.9988112, -10.3767966
297.9786743, 278.2491626, 105.0080784, -1.4421624, -0.0085181, 18.4445851, -10.3777546
298.9786027, 279.2413672, 105.1320787, -1.4508160, -0.0087905, 17.8731277, -10.3895945
299.9785312, 280.2346907, 105.2473604, -1.4597428, -0.0090634, 17.2821004, -10.1286226
300.9784596, 281.2287205, 105.3534332, -1.4694781, -0.0104715, 16.6857783, -9.8829232
301.9783880, 282.2239805, 105.4491110, -1.4806805, -0.0119351, 16.0826231, -9.6939731
302.9783165, 283.2206821, 105.5329352, -1.4933461, -0.0133880, 15.4681675, -8.6807863
303.9782449, 284.2176274, 105.6027827, -1.5092715, -0.0187079, 14.8964384, -7.7675996
304.9781734, 285.2161215, 105.6539970, -1.5307531, -0.0242588, 14.3655766, -6.9946020
305.9781018, 286.2162442, 105.6809928, -1.5577865, -0.0297681, 13.8701690, -6.3306650
306.9780302, 287.2156798, 105.6782120, -1.5902918, -0.0352952, 13.4060122, -5.7471082
307.9779587, 288.2148408, 105.6401493, -1.6283909, -0.0409192, 12.9702648, -5.2449342
308.9778871, 289.2120139, 105.5612028, -1.6721560, -0.0465744, 12.5594049, -4.8254039
309.9778155, 290.2046355, 105.4358831, -1.7215457, -0.0521980, 12.1691632, -4.4197247
310.9777440, 291.1889397, 105.2589679, -1.7767207, -0.0581866, 11.8004117, -4.0403284
311.9776724, 292.1602818, 105.0253506, -1.8379668, -0.0644323, 11.4529314, -3.7556668
312.9776009, 293.1165197, 104.7291119, -1.9054556, -0.0704200, 11.1201998, -3.4598945
313.9775293, 294.0483625, 104.3666839, -1.9790848, -0.0769052, 10.8046078, -3.1793857
314.9774577, 294.9482200, 103.9344357, -2.0592455, -0.0836605, 10.5062473, -2.8661336
315.9773862, 295.8129005, 103.4259696, -2.1467316, -0.0910307, 10.2298277, -2.3437527
316.9773146, 296.6255323, 102.8421711, -2.2423604, -0.1003490, 9.9981101, -1.6097396
317.9772430, 297.3717827, 102.1833175, -2.3475856, -0.1111507, 9.8357998, -1.3799386
318.9771715, 298.0460995, 101.4405868, -2.4621316, -0.1167495, 9.6944973, -0.9841028
319.9770999, 298.6268727, 100.6271279, -2.5821146, -0.1234682, 9.5924560, -0.3424886
320.9770284, 299.1010326, 99.7523990, -2.7089278, -0.1313912, 9.5566879, -0.3424886
321.9769568, 299.4598545, 98.8228849, -2.8357623, -0.1221061, 9.5207855, 0.5917284
322.9768852, 299.7035822, 97.8541002, -2.9528792, -0.1124520, 9.5827307, 1.3293175
323.9768137, 299.8372442, 96.8606154, -3.0615091, -0.1045185, 9.7204513, 1.7700172
324.9767421, 299.8664837, 95.8653088, 3.1215792, -0.0965078, 9.9008562, 2.1720333
325.9766705, 299.7995520, 94.8678780, 3.0288253, -0.0891581, 10.1178411, 2.4889337
326.9765990, 299.6432806, 93.8769276, 2.9425803, -0.0828081, 10.3608986, 2.7081454
327.9765274, 299.4075365, 92.9085334, 2.8645029, -0.0738820, 10.6190453, 3.2458903
328.9764558, 299.0999595, 91.9568946, 2.7948660, -0.0654686, 10.9204139, 3.7453021
329.9763843, 298.7297339, 91.0252118, 2.7331130, -0.0578747, 11.2581308, 4.1893468
330.9763127, 298.3076030, 90.1198497, 2.6785888, -0.0512905, 11.6242678, 4.5627286
331.9762412, 297.8391145, 89.2363642, 2.6305240, -0.0448681, 12.0103458, 4.7590685
332.9761696, 297.3311229, 88.3742698, 2.5887282, -0.0387322, 12.4002364, 4.7233780
333.9760980, 296.7902747, 87.5329353, 2.5527055, -0.0332939, 12.7754429, 4.6879552
334.9760265, 296.2218502, 86.7102690, 2.5221252, -0.0278749, 13.1372441, 4.6527981
335.9759549, 295.6309515, 85.9040827, 2.4969470, -0.0225481, 13.4867384, 4.6179046
336.9758833, 295.0213096, 85.1109559, 2.4761605, -0.0190012, 13.8248783, 4.5832728
337.9758118, 294.3970484, 84.3299805, 2.4589503, -0.0154216, 14.1524962, 4.5489007
338.9757402, 293.7609801, 83.5589125, 2.4453304, -0.0118585, 14.4703248, 4.5147864
339.9756687, 293.1152185, 82.7953704, 2.4339916, -0.0108188, 14.7790130, 4.4809279
340.9755971, 292.4612885, 82.0389212, 2.4236937, -0.0097786, 15.0791393, 4.4473233
341.9755255, 291.8000401, 81.2889547, 2.4144362, -0.0087433, 15.3712215, 4.4139708
342.9754540, 291.1320601, 80.5447499, 2.4058555, -0.0084177, 15.6557261, 4.3808684
343.9753824, 290.4579007, 79.8062612, 2.3976009, -0.0080928, 15.9330747, 4.3480142
344.9753108, 289.7778550, 79.0733245, 2.3896716, -0.0077686, 16.2036501, 4.3154065
345.9752393, 289.0919807, 78.3455629, 2.3819913, -0.0075914, 16.4678011, 4.2830432
346.9751677, 288.4006746, 77.6231053, 2.3744890, -0.0074144, 16.7258466, 4.2509227
347.9750962, 287.7041014, 76.9058643, 2.3671643, -0.0072375, 16.9780795, 4.2190431
348.9750246, 287.0022695, 76.1935283, 2.3601570, -0.0067759, 17.2247689, 4.1874025
349.9749530, 286.2956789, 75.4860158, 2.3536131, -0.0063128, 17.4661636, 4.1559992
350.9748815, 285.5846786, 74.7830191, 2.3475328, -0.0058494, 17.7024934, 4.1248315
351.9748099, 284.8694843, 74.0841335, 2.3418441, -0.0055293, 17.9339719, 4.0938974
352.9747383, 284.1504689, 73.3892441, 2.3364746, -0.0052104, 18.1607972, 4.0631954
353.9746668, 283.4278751, 72.6981408, 2.3314243, -0.0048916, 18.3831544, 4.0327236
354.9745952, 282.7018304, 72.0105386, 2.3266184, -0.0047222, 18.6012160, 4.0024804
355.9745237, 281.9725773, 71.3264009, 2.3219803, -0.0045546, 18.8151435, 3.9724639
356.9744521, 281.2402458, 70.6456190, 2.3175101, -0.0043869, 19.0250882, 3.9426726
357.9743805, 280.5048776, 69.9680055, 2.3132017, -0.0042302, 19.2311925, 3.9131046
358.9743090, 279.7666757, 69.2935326, 2.3090501, -0.0040737, 19.4335898, 3.8837585
359.9742374, 279.0257591, 68.6220961, 2.3050550, -0.0039172, 19.6324062, 3.8546323
360.9741658, 278.2821679, 67.9535208, 2.3012182, -0.0037568, 19.8277605, 3.8257247
361.9740943, 277.5360944, 67.2877649, 2.2975419, -0.0035963, 20.0197649, 3.7970338
362.9740227, 276.7876565, 66.6247182, 2.2940262, -0.0034358, 20.2085257, 3.7685581
363.9739512, 276.0368979, 65.9642090, 2.2906621, -0.0032932, 20.3941435, 3.7402959
364.9738796, 275.2839894, 65.3061940, 2.2874403, -0.0031508, 20.5767137, 3.7122457
365.9738080, 274.5290315, 64.6505717, 2.2843610, -0.0030084, 20.7563269, 3.6844059
366.9737365, 273.7720636, 63.9972015, 2.2813923, -0.0029306, 20.9330693, 3.6567748
367.9736649, 273.0131988, 63.3460648, 2.2785001, -0.0028541, 21.1070229, 3.6293509
368.9735933, 272.2524920, 62.6971076, 2.2756845, -0.0027776, 21.2782659, 3.6021328
369.9735218, 271.4899607, 62.0502476, 2.2729383, -0.0027155, 21.4468727, 3.5751187
370.9734502, 270.7256854, 61.4054685, 2.2702539, -0.0026537, 21.6129145, 3.5483072
371.9733787, 269.9597121, 60.7627283, 2.2676313, -0.0025919, 21.7764593, 3.5216968
372.9733071, 269.1920563, 60.1219593, 2.2650705, -0.0025302, 21.9375721, 3.4952860
373.9732355, 268.4227908, 59.4831420, 2.2625713, -0.0024684, 22.0963151, 3.4690732
374.9731640, 267.6519606, 58.8462334, 2.2601340, -0.0024067, 22.2527480, 3.4430570
375.9730924, 266.8795815, 58.2111665, 2.2577583, -0.0023450, 22.4069278, 3.4172359
376.9730208, 266.1057240, 57.5779197, 2.2554442, -0.0022834, 22.5589095, 3.3916085
377.9729493, 265.3304320, 56.9464488, 2.2531919, -0.0022217, 22.7087456, 3.3661733
378.9728777, 264.5537215, 56.3166885, 2.2509991, -0.0021641, 22.8564869, 3.3409288
379.9728061, 263.7756581, 55.6886169, 2.2488639, -0.0021066, 23.0021819, 3.3158736
380.9727346, 262.9962816, 55.0621923, 2.2467862, -0.0020491, 23.1458775, 3.2910063
381.9726630, 262.2156068, 54.4373558, 2.2447587, -0.0020065, 23.2876187, 3.2663256
382.9725915, 261.4336866, 53.8140922, 2.2427734, -0.0019644, 23.4274491, 3.2418299
383.9725199, 260.6505506, 53.1923711, 2.2408303, -0.0019222, 23.5654104, 3.2175179
384.9724483, 259.8662076, 52.5721469, 2.2389269, -0.0018850, 23.7015430, 3.1933882
385.9723768, 259.0807029, 51.9534067, 2.2370606, -0.0018479, 23.8358860, 3.1694395
386.9723052, 258.2940627, 51.3361240, 2.2352315, -0.0018108, 23.9684769, 3.1456704
387.9722336, 257.5062936, 50.7202567, 2.2334393, -0.0017738, 24.0993522, 3.1220796
388.9721621, 256.7174394, 50.1057925, 2.2316842, -0.0017368, 24.2285470, 3.0986657
389.9720905, 255.9275261, 49.4927044, 2.2299660, -0.0016998, 24.3560953, 3.0754273
390.9720190, 255.1365593, 48.8809498, 2.2282853, -0.0016618, 24.4820300, 3.0523633
391.9719474, 254.3445831, 48.2705150, 2.2266427, -0.0016238, 24.6063829, 3.0294722
392.9718758, 253.5516231, 47.6613718, 2.2250380, -0.0015858, 24.7291850, 3.0067528
393.9718043, 252.7576875, 47.0534790, 2.2234703, -0.0015500, 24.8504661, 2.9842037
394.9717327, 251.9628152, 46.4468208, 2.2219383, -0.0015142, 24.9702552, 2.9618238
395.9716611, 251.1670292, 45.8413699, 2.2204420, -0.0014785, 25.0885805, 2.9396117
396.9715896, 250.3703410, 45.2370926, 2.2189752, -0.0014556, 25.2054691, 2.9175662
397.9715180, 249.5727767, 44.6339775, 2.2175309, -0.0014332, 25.3209476, 2.8956860
398.9714465, 248.7743515, 44.0320079, 2.2161091, -0.0014107, 25.4350417, 2.8739700
399.9713749, 247.9750726, 43.4311620, 2.2147079, -0.0013921, 25.5477763, 2.8524167
400.9713033, 247.1749604, 42.8314308, 2.2133251, -0.0013736, 25.6591757, 2.8310251
401.9712318, 246.3740277, 42.2328011, 2.2119609, -0.0013551, 25.7692636, 2.8097940
402.9711602, 245.5722798, 41.6352536, 2.2106152, -0.0013366, 25.8780627, 2.7887220
403.9710886, 244.7697363, 41.0387798, 2.2092879, -0.0013181, 25.9855955, 2.7678081
404.9710171, 243.9664100, 40.4433663, 2.2079792, -0.0012996, 26.0918837, 2.7470510
405.9709455, 243.1623055, 39.8489935, 2.2066889, -0.0012811, 26.1969484, 2.7264496
406.9708740, 242.3574427, 39.2556530, 2.2054171, -0.0012626, 26.3008101, 2.7060027
407.9708024, 241.5518342, 38.6633312, 2.2041638, -0.0012441, 26.4034890, 2.6857091
408.9707308, 240.7454843, 38.0720083, 2.2029290, -0.0012257, 26.5050045, 2.6655678
409.9706593, 239.9384127, 37.4816758, 2.2017127, -0.0012072, 26.6053758, 2.6455774
410.9705877, 239.1306318, 36.8923200, 2.2005148, -0.0011887, 26.7046212, 2.6257370
411.9705161, 238.3221458, 36.3039212, 2.1993350, -0.0011710, 26.8027591, 2.6060454
412.9704446, 237.5129738, 35.7164711, 2.1981730, -0.0011532, 26.8998069, 2.5865015
413.9703730, 236.7031275, 35.1299564, 2.1970288, -0.0011355, 26.9957820, 2.5671041
414.9703015, 235.8926108, 34.5443584, 2.1959010, -0.0011203, 27.0907011, 2.5478522
415.9702299, 235.0814408, 33.9596703, 2.1947883, -0.0011053, 27.1845806, 2.5287447
416.9701583, 234.2696274, 33.3758808, 2.1936906, -0.0010902, 27.2774367, 2.5097804
417.9700868, 233.4571737, 32.7929737, 2.1926073, -0.0010765, 27.3692849, 2.4909584
418.9700152, 232.6440949, 32.2109429, 2.1915378, -0.0010628, 27.4601405, 2.4722776
419.9699436, 231.8304002, 31.6297781, 2.1904819, -0.0010491, 27.5500184, 2.4537368
420.9698721, 231.0160923, 31.0494646, 2.1894385, -0.0010379, 27.6389334, 2.4353351
421.9698005, 230.2011842, 30.4699979, 2.1884063, -0.0010268, 27.7268996, 2.4170714
422.9697289, 229.3856835, 29.8913693, 2.1873852, -0.0010157, 27.8139310, 2.3989447
423.9696574, 228.5695921, 29.3135671, 2.1863748, -0.0010053, 27.9000413, 2.3809539
424.9695858, 227.7529219, 28.7365865, 2.1853747, -0.0009950, 27.9852438, 2.3630980
425.9695143, 226.9356796, 28.1604199, 2.1843849, -0.0009847, 28.0695516, 2.3453760
426.9694427, 226.1178673, 27.5850562, 2.1834051, -0.0009752, 28.1529775, 2.3277870
427.9693711, 225.2994957, 27.0104912, 2.1824346, -0.0009658, 28.2355341, 2.3103298
428.9692996, 224.4805712, 26.4367179, 2.1814737, -0.0009563, 28.3172335, 2.2930036
429.9692280, 223.6610955, 25.8637260, 2.1805220, -0.0009472, 28.3980878, 2.2758073
430.9691564, 222.8410788, 25.2915114, 2.1795794, -0.0009381, 28.4781088, 2.2587399
431.9690849, 222.0205272, 24.7200674, 2.1786459, -0.0009290, 28.5573080, 2.2418006
432.9690133, 221.1994422, 24.1493840, 2.1777212, -0.0009204, 28.6356966, 2.2249883
433.9689418, 220.3778337, 23.5794574, 2.1768052, -0.0009118, 28.7132857, 2.2083021
434.9688702, 219.5557073, 23.0102811, 2.1758977, -0.0009032, 28.7900862, 2.1917410
435.9687986, 218.7330645, 22.4418458, 2.1749988, -0.0008947, 28.8661087, 2.1753041
436.9687271, 217.9099147, 21.8741475, 2.1741084, -0.0008863, 28.9413636, 2.1589905
437.9686555, 217.0862635, 21.3071798, 2.1732264, -0.0008778, 29.0158612, 2.1427992
438.9685839, 216.2621124, 20.7409336, 2.1723529, -0.0008693, 29.0896114, 2.1267294
439.9685124, 215.4374707, 20.1754047, 2.1714880, -0.0008608, 29.1626242, 2.1107801
440.9684408, 214.6123437, 19.6105868, 2.1706314, -0.0008523, 29.2349090, 2.0949504
441.9683693, 213.7867333, 19.0464706, 2.1697834, -0.0008439, 29.3064755, 2.0792394
442.9682977, 212.9606482, 18.4830520, 2.1689439, -0.0008354, 29.3773329, 2.0636462
443.9682261, 212.1340942, 17.9203246, 2.1681128, -0.0008269, 29.4474903, 2.0481699
444.9681546, 211.3070727, 17.3582793, 2.1672898, -0.0008193, 29.5169567, 2.0328098
445.9680830, 210.4795922, 16.7969124, 2.1664744, -0.0008117, 29.5857408, 2.0175648
446.9680114, 209.6516574, 16.2362180, 2.1656666, -0.0008041, 29.6538514, 2.0024341
447.9679399, 208.8232699, 15.6761887, 2.1648649, -0.0007995, 29.7212968, 1.9874169
448.9678683, 207.9944358, 15.1168222, 2.1640677, -0.0007951, 29.7880854, 1.9725124
449.9677968, 207.1651580, 14.5581154, 2.1632749, -0.0007906, 29.8542254, 1.9577196
450.9677252, 206.3354374, 14.0000635, 2.1624862, -0.0007869, 29.9197248, 1.9430378
451.9676536, 205.5052785, 13.4426650, 2.1617013, -0.0007831, 29.9845916, 1.9284660
452.9675821, 204.6746840, 12.8859172, 2.1609201, -0.0007794, 30.0488334, 1.9140036
453.9675105, 203.8436547, 12.3298160, 2.1601427, -0.0007756, 30.1124579, 1.8996496
454.9674389, 203.0121950, 11.7743598, 2.1593690, -0.0007719, 30.1754726, 1.8854032
455.9673674, 202.1803074, 11.2195460, 2.1585991, -0.0007681, 30.2378849, 1.8712637
456.9672958, 201.3479927, 10.6653704, 2.1578329, -0.0007644, 30.2997020, 1.8572302
457.9672243, 200.5152553, 10.1118316, 2.1570705, -0.0007606, 30.3609311, 1.8433020
458.9671527, 199.6820977, 9.5589266, 2.1563118, -0.0007569, 30.4215791, 1.8294782
459.9670811, 198.8485208, 9.0066516, 2.1555569, -0.0007531, 30.4816530, 1.8157581
460.9670096, 198.0145287, 8.4550048, 2.1548057, -0.0007494, 30.5411596, 1.8021409
461.9669380, 197.1801242, 7.9039836, 2.1540582, -0.0007456, 30.6001054, 1.7886258
462.9668664, 196.3453079, 7.3535838, 2.1533145, -0.0007419, 30.6584972, 1.7752121
463.9667949, 195.5100840, 6.8038039, 2.1525746, -0.0007381, 30.7163412, 1.7618989
464.9667233, 194.6744552, 6.2546409, 2.1518383, -0.0007344, 30.7736440, 1.7486856
465.9666518, 193.8384222, 5.7060911, 2.1511057, -0.0007309, 30.8304117, 1.7355714
466.9665802, 193.0019890, 5.1581527, 2.1503766, -0.0007274, 30.8866505, 1.7225556
467.9665086, 192.1651581, 4.6108232, 2.1496510, -0.0007239, 30.9423665, 1.7096373
468.9664371, 191.3279301, 4.0640991, 2.1489285, -0.0007213, 30.9975656, 1.6968160
469.9663655, 190.4903085, 3.5179793, 2.1482085, -0.0007188, 31.0522538, 1.6840908
470.9662939, 189.6522950, 2.9724620, 2.1474910, -0.0007162, 31.1064367, 1.6714610
471.9662224, 188.8138902, 2.4275444, 2.1467761, -0.0007138, 31.1601201, 1.6589259
472.9661508, 187.9750970, 1.8832257, 2.1460635, -0.0007115, 31.2133097, 1.6464849
473.9660792, 187.1359173, 1.3395041, 2.1453533, -0.0007091, 31.2660109, 1.6341371
474.9660077, 186.2963514, 0.7963771, 2.1446454, -0.0007066, 31.3182291, 1.6218820
475.9659361, 185.4564023, 0.2538437, 2.1439401, -0.0007042, 31.3699698, 1.6097187
476.9658646, 184.6160720, -0.2880979, 2.1432372, -0.0007017, 31.4212383, 1.5976467
477.9657930, 183.7753606, -0.8294502, 2.1425367, -0.0006994, 31.4720396, 1.5856652
478.9657214, 182.9342713, -1.3702142, 2.1418384, -0.0006972, 31.5223791, 1.5737736
479.9656499, 182.0928057, -1.9103913, 2.1411424, -0.0006950, 31.5722616, 1.5619711
480.9655783, 181.2509640, -2.4499840, 2.1404482, -0.0006935, 31.6216923, 1.5502572
481.9655067, 180.4087486, -2.9889926, 2.1397554, -0.0006922, 31.6706760, 1.5386311
482.9654352, 179.5661609, -3.5274178, 2.1390640, -0.0006908, 31.7192175, 1.5270922
483.9653636, 178.7232006, -4.0652614, 2.1383738, -0.0006897, 31.7673216, 1.5156398
484.9652921, 177.8798700, -4.6025233, 2.1376848, -0.0006886, 31.8149931, 1.5042733
485.9652205, 177.0361701, -5.1392041, 2.1369968, -0.0006875, 31.8622365, 1.4929921
486.9651489, 176.1921007, -5.6753053, 2.1363099, -0.0006865, 31.9090565, 1.4817954
487.9650774, 175.3476638, -6.2108268, 2.1356239, -0.0006855, 31.9554575, 1.4706828
488.9650058, 174.5028604, -6.7457691, 2.1349389, -0.0006845, 32.0014440, 1.4596534
489.9649342, 173.6576905, -7.2801333, 2.1342548, -0.0006839, 32.0470204, 1.4487068
490.9648627, 172.8121555, -7.8139193, 2.1335712, -0.0006833, 32.0921910, 1.4378423
491.9647911, 171.9662562, -8.3471272, 2.1328882, -0.0006828, 32.1369601, 1.4270592
492.9647196, 171.1199929, -8.8797574, 2.1322050, -0.0006837, 32.1813318, 1.4163571
493.9646480, 170.2733655, -9.4118090, 2.1315208, -0.0006848, 32.2253104, 1.4057351
494.9645764, 169.4263739, -9.9432808, 2.1308356, -0.0006858, 32.2688999, 1.3951929
495.9645049, 168.5790185, -10.4741715, 2.1301495, -0.0006866, 32.3121043, 1.3847297
496.9644333, 167.7312984, -11.0044804, 2.1294625, -0.0006874, 32.3549277, 1.3743450
497.9643617, 166.8832138, -11.5342068, 2.1287748, -0.0006882, 32.3973740, 1.3640381
498.9642902, 166.0347654, -12.0633490, 2.1280862, -0.0006890, 32.4394470, 1.3538085
499.9642186, 165.1859523, -12.5919067, 2.1273968, -0.0006898, 32.4811506, 1.3436557
500.9641471, 164.3367746, -13.1198790, 2.1267066, -0.0006906, 32.5224886, 1.3335790
501.9640755, 163.4872330, -13.6472644, 2.1260156, -0.0006915, 32.5634646, 1.3235779
502.9640039, 162.6373267, -14.1740624, 2.1253238, -0.0006923, 32.6040825, 1.3136518
503.9639324, 161.7870557, -14.7002720, 2.1246311, -0.0006931, 32.6443458, 1.3038001
504.9638608, 160.9364207, -15.2258921, 2.1239377, -0.0006939, 32.6842581, 1.2940223
505.9637892, 160.0854209, -15.7509219, 2.1232434, -0.0006947, 32.7238229, 1.2843178
506.9637177, 159.2340565, -16.2753605, 2.1225483, -0.0006955, 32.7630438, 1.2746861
507.9636461, 158.3823279, -16.7992067, 2.1218524, -0.0006964, 32.8019241, 1.2651267
508.9635746, 157.5302345, -17.3224597, 2.1211557, -0.0006972, 32.8404674, 1.2556389
509.9635030, 156.6777765, -17.8451188, 2.1204582, -0.0006980, 32.8786769, 1.2462223
510.9634314, 155.8249541, -18.3671825, 2.1197599, -0.0006988, 32.9165561, 1.2368763
511.9633599, 154.9717671, -18.8886503, 2.1190607, -0.0006996, 32.9541081, 1.2276004
512.9632883, 154.1182153, -19.4095213, 2.1183607, -0.0007004, 32.9913362, 1.2183940
513.9632167, 153.2642992, -19.9297941, 2.1176599, -0.0007013, 33.0282436, 1.2092567
514.9631452, 152.4100183, -20.4494680, 2.1169583, -0.0007021, 33.0648335, 1.2001879
515.9630736, 151.5553727, -20.9685422, 2.1162559, -0.0007029, 33.1011091, 1.1911872
516.9630020, 150.7003628, -21.4870153, 2.1155523, -0.0007044, 33.1370733, 1.1822539
517.9629305, 149.8449877, -22.0048862, 2.1148472, -0.0007059, 33.1727292, 1.1733876
518.9628589, 148.9892470, -22.5221533, 2.1141406, -0.0007074, 33.2080799, 1.1645879
519.9627874, 148.1331412, -23.0388143, 2.1134313, -0.0007114, 33.2431283, 1.1558541
520.9627158, 147.2766676, -23.5548663, 2.1127179, -0.0007154, 33.2778774, 1.1471858
521.9626442, 146.4198245, -24.0703059, 2.1120005, -0.0007195, 33.3123300, 1.1385825
522.9625727, 145.5626119, -24.5851282, 2.1112788, -0.0007241, 33.3464891, 1.1300438
523.9625011, 144.7050262, -25.0993300, 2.1105525, -0.0007287, 33.3803574, 1.1215690
524.9624295, 143.8470654, -25.6129073, 2.1098216, -0.0007333, 33.4139377, 1.1131579
525.9623580, 142.9887296, -26.1258546, 2.1090861, -0.0007379, 33.4472329, 1.1048098
526.9622864, 142.1300149, -26.6381689, 2.1083460, -0.0007425, 33.4802457, 1.0965243
527.9622149, 141.2709194, -27.1498459, 2.1076013, -0.0007471, 33.5129788, 1.0883010
528.9621433, 140.4114433, -27.6608801, 2.1068517, -0.0007521, 33.5454347, 1.0801393
529.9620717, 139.5515825, -28.1712682, 2.1060972, -0.0007571, 33.5776163, 1.0720388
530.9620002, 138.6913346, -28.6810056, 2.1053376, -0.0007622, 33.6095260, 1.0639991
531.9619286, 137.8307001, -29.1900861, 2.1045722, -0.0007687, 33.6411665, 1.0560197
532.9618570, 136.9696737, -29.6985054, 2.1038002, -0.0007754, 33.6725403, 1.0481001
533.9617855, 136.1082523, -30.2062575, 2.1030216, -0.0007820, 33.7036500, 1.0402399
534.9617139, 135.2464361, -30.7133347, 2.1022361, -0.0007889, 33.7344980, 1.0324387
535.9616424, 134.3842192, -31.2197324, 2.1014438, -0.0007959, 33.7650868, 1.0246959
536.9615708, 133.5215983, -31.7254445, 2.1006444, -0.0008029, 33.7954188, 1.0170113
537.9614992, 132.6585739, -32.2304625, 2.0998381, -0.0008099, 33.8254964, 1.0093842
538.9614277, 131.7951399, -32.7347821, 2.0990248, -0.0008168, 33.8553220, 1.0018144
539.9613561, 130.9312930, -33.2383971, 2.0982046, -0.0008238, 33.8848980, 0.9943013
540.9612845, 130.0670338, -33.7412989, 2.0973772, -0.0008309, 33.9142267, 0.9868446
541.9612130, 129.2023560, -34.2434830, 2.0965428, -0.0008381, 33.9433104, 0.9794438
542.9611414, 128.3372563, -34.7449431, 2.0957012, -0.0008453, 33.9721514, 0.9720985
543.9610699, 127.4717356, -35.2456703, 2.0948521, -0.0008530, 34.0007519, 0.9648083
544.9609983, 126.6057868, -35.7456598, 2.0939952, -0.0008609, 34.0291141, 0.9575727
545.9609267, 125.7394066, -36.2449044, 2.0931305, -0.0008687, 34.0572403, 0.9503914
546.9608552, 124.8725958, -36.7433947, 2.0922579, -0.0008766, 34.0851326, 0.9432640
547.9607836, 124.0053471, -37.2411259, 2.0913775, -0.0008844, 34.1127931, 0.9361900
548.9607120, 123.1376569, -37.7380907, 2.0904892, -0.0008923, 34.1402241, 0.9291691
549.9606405, 122.2695268, -38.2342796, 2.0895932, -0.0008997, 34.1674276, 0.9222008
550.9605689, 121.4009492, -38.7296880, 2.0886899, -0.0009071, 34.1944056, 0.9152848
551.9604974, 120.5319209, -39.2243094, 2.0877793, -0.0009144, 34.2211603, 0.9084207
552.9604258, 119.6624440, -39.7181342, 2.0868613, -0.0009217, 34.2476937, 0.9016080
553.9603542, 118.7925108, -40.2111584, 2.0859361, -0.0009289, 34.2740078, 0.8948464
554.9602827, 117.9221182, -40.7033753, 2.0850037, -0.0009361, 34.3001046, 0.8881356
555.9602111, 117.0512687, -41.1947743, 2.0840608, -0.0009501, 34.3259861, 0.8814750
556.9601395, 116.1799508, -41.6853467, 2.0831036, -0.0009645, 34.3516542, 0.8748644
557.9600680, 115.3081575, -42.1750801, 2.0821319, -0.0009789, 34.3771109, 0.8683034
558.9599964, 114.4358902, -42.6639529, 2.0811342, -0.0010181, 34.4023580, 0.8617916
559.9599248, 113.5631220, -43.1519396, 2.0800959, -0.0010586, 34.4273974, 0.8553287
560.9598533, 112.6898323, -43.6390051, 2.0790170, -0.0010992, 34.4522311, 0.8489141
561.9597817, 111.8160196, -44.1251038, 2.0778972, -0.0011407, 34.4768609, 0.8425477
562.9597102, 110.9416466, -44.6102090, 2.0767358, -0.0011823, 34.5012885, 0.8362291
563.9596386, 110.0666925, -45.0942847, 2.0755328, -0.0012238, 34.5255159, 0.8299578
564.9595670, 109.1911625, -45.5772809, 2.0742892, -0.0012636, 34.5495448, 0.8237336
565.9594955, 108.3150153, -46.0591747, 2.0730059, -0.0013032, 34.5733770, 0.8175560
566.9594239, 107.4382318, -46.5399314, 2.0716830, -0.0013428, 34.5970142, 0.8114248
567.9593523, 106.5608204, -47.0195012, 2.0703204, -0.0013825, 34.6204582, 0.8053395
568.9592808, 105.6827392, -47.4978619, 2.0689183, -0.0014221, 34.6437106, 0.7992999
569.9592092, 104.8039693, -47.9749785, 2.0674764, -0.0014617, 34.6667733, 0.7933056
